
time,gFx,gFy,gFz,wx,wy,wz,Latitude,Longitude,Speed (m/s),
1.3070,0.0022,-0.0290,0.9918,0.0069,-0.0108,-0.0162,40.83640074,-96.68261773,16.32999992,
1.3270,0.0022,-0.0290,0.9918,0.0069,-0.0108,-0.0162,40.83640074,-96.68261773,16.32999992,
1.3580,0.0093,-0.0276,1.0142,0.0069,-0.0108,-0.0162,40.83640074,-96.68261773,16.32999992,
1.3740,0.0093,-0.0276,1.0142,0.0089,0.0016,-0.0150,40.83640074,-96.68261773,16.32999992,
1.3930,0.0093,-0.0276,1.0142,0.0089,0.0016,-0.0150,40.83640074,-96.68261773,16.32999992,
1.4210,0.0014,-0.0227,1.0353,0.0089,0.0016,-0.0150,40.83640074,-96.68261773,16.32999992,
1.4400,0.0014,-0.0227,1.0353,0.0230,0.0030,-0.0143,40.83640074,-96.68261773,16.32999992,
1.4620,0.0014,-0.0227,1.0353,0.0230,0.0030,-0.0143,40.83640074,-96.68261773,16.32999992,
1.4920,-0.0075,-0.0232,0.9823,0.0230,0.0030,-0.0143,40.83640074,-96.68261773,16.32999992,
1.5100,-0.0075,-0.0232,0.9823,0.0061,-0.0251,-0.0147,40.83640074,-96.68261773,16.32999992,
1.5270,-0.0075,-0.0232,0.9823,0.0061,-0.0251,-0.0147,40.83640074,-96.68261773,16.32999992,
1.5560,0.0015,-0.0261,0.9620,0.0061,-0.0251,-0.0147,40.83640074,-96.68261773,16.32999992,
1.5750,0.0015,-0.0261,0.9620,-0.0123,0.0131,-0.0129,40.83640074,-96.68261773,16.32999992,
1.6050,0.0015,-0.0261,0.9620,-0.0123,0.0131,-0.0129,40.83640074,-96.68261773,16.32999992,
1.6240,0.0010,0.0120,1.0016,-0.0123,0.0131,-0.0129,40.83640074,-96.68261773,16.32999992,
1.6440,0.0010,0.0120,1.0016,-0.0367,0.0151,-0.0133,40.83640074,-96.68261773,16.32999992,
1.6680,0.0010,0.0120,1.0016,-0.0367,0.0151,-0.0133,40.83640074,-96.68261773,16.32999992,
1.6910,-0.0063,-0.0440,0.8943,-0.0367,0.0151,-0.0133,40.83640074,-96.68261773,16.32999992,
1.7090,-0.0063,-0.0440,0.8943,-0.0329,-0.0113,-0.0122,40.83640074,-96.68261773,16.32999992,
1.7390,-0.0063,-0.0440,0.8943,-0.0329,-0.0113,-0.0122,40.83640074,-96.68261773,16.32999992,
1.7580,-0.0067,-0.0228,0.9578,-0.0329,-0.0113,-0.0122,40.83640074,-96.68261773,16.32999992,
1.7780,-0.0067,-0.0228,0.9578,-0.0107,0.0001,-0.0122,40.83640074,-96.68261773,16.32999992,
1.8040,-0.0067,-0.0228,0.9578,-0.0107,0.0001,-0.0122,40.83640074,-96.68261773,16.32999992,
1.8250,-0.0015,-0.0407,1.0074,-0.0107,0.0001,-0.0122,40.83640074,-96.68261773,16.32999992,
1.8440,-0.0015,-0.0407,1.0074,-0.0116,0.0114,-0.0143,40.83640074,-96.68261773,16.32999992,
1.8710,-0.0015,-0.0407,1.0074,-0.0116,0.0114,-0.0143,40.83640074,-96.68261773,16.32999992,
1.8920,-0.0208,-0.0578,0.9770,-0.0116,0.0114,-0.0143,40.83640074,-96.68261773,16.32999992,
1.9200,-0.0208,-0.0578,0.9770,0.0061,-0.0214,-0.0157,40.83640074,-96.68261773,16.32999992,
1.9390,-0.0208,-0.0578,0.9770,0.0061,-0.0214,-0.0157,40.83640074,-96.68261773,16.32999992,
1.9610,0.0090,-0.0671,1.0259,0.0061,-0.0214,-0.0157,40.83640074,-96.68261773,16.32999992,
1.9780,0.0090,-0.0671,1.0259,0.0342,0.0009,-0.0162,40.83640074,-96.68261773,16.32999992,
2.0010,0.0090,-0.0671,1.0259,0.0342,0.0009,-0.0162,40.83640074,-96.68261773,16.32999992,
2.0260,-0.0097,-0.0412,1.0578,0.0342,0.0009,-0.0162,40.83640074,-96.68261773,16.32999992,
2.0560,-0.0097,-0.0412,1.0578,0.0178,-0.0150,-0.0148,40.82866547,-96.69689620,18.46999931,
2.0740,-0.0097,-0.0412,1.0578,0.0178,-0.0150,-0.0148,40.82866547,-96.69689620,18.46999931,
2.1060,0.0088,-0.0709,0.9922,0.0178,-0.0150,-0.0148,40.82866547,-96.69689620,18.46999931,
2.1200,0.0088,-0.0709,0.9922,-0.0161,-0.0179,-0.0195,40.82866547,-96.69689620,18.46999931,
2.1360,0.0088,-0.0709,0.9922,-0.0161,-0.0179,-0.0195,40.82866547,-96.69689620,18.46999931,
2.1720,0.0186,-0.0607,0.9583,-0.0161,-0.0179,-0.0195,40.82866547,-96.69689620,18.46999931,
2.1870,0.0186,-0.0607,0.9583,-0.0337,-0.0113,-0.0265,40.82866547,-96.69689620,18.46999931,
2.2030,0.0186,-0.0607,0.9583,-0.0337,-0.0113,-0.0265,40.82866547,-96.69689620,18.46999931,
2.2380,0.0389,-0.0620,0.9818,-0.0337,-0.0113,-0.0265,40.82866547,-96.69689620,18.46999931,
2.2570,0.0389,-0.0620,0.9818,-0.0175,-0.0034,-0.0283,40.82866547,-96.69689620,18.46999931,
2.2750,0.0389,-0.0620,0.9818,-0.0175,-0.0034,-0.0283,40.82866547,-96.69689620,18.46999931,
2.3040,0.0345,-0.0676,0.9645,-0.0175,-0.0034,-0.0283,40.82866547,-96.69689620,18.46999931,
2.3180,0.0345,-0.0676,0.9645,-0.0206,-0.0225,-0.0356,40.82866547,-96.69689620,18.46999931,
2.3340,0.0345,-0.0676,0.9645,-0.0206,-0.0225,-0.0356,40.82866547,-96.69689620,18.46999931,
2.3690,0.0574,-0.0884,0.9782,-0.0206,-0.0225,-0.0356,40.82866547,-96.69689620,18.46999931,
2.3880,0.0574,-0.0884,0.9782,-0.0144,-0.0095,-0.0401,40.82866547,-96.69689620,18.46999931,
2.4050,0.0574,-0.0884,0.9782,-0.0144,-0.0095,-0.0401,40.82866547,-96.69689620,18.46999931,
2.4380,0.0425,-0.0985,0.9497,-0.0144,-0.0095,-0.0401,40.82866547,-96.69689620,18.46999931,
2.4580,0.0425,-0.0985,0.9497,0.0040,-0.0240,-0.0445,40.82866547,-96.69689620,18.46999931,
2.4720,0.0425,-0.0985,0.9497,0.0040,-0.0240,-0.0445,40.82866547,-96.69689620,18.46999931,
2.5030,0.0795,-0.0609,1.0432,0.0040,-0.0240,-0.0445,40.82866547,-96.69689620,18.46999931,
2.5190,0.0795,-0.0609,1.0432,0.0010,0.0025,-0.0429,40.82866547,-96.69689620,18.46999931,
2.5390,0.0795,-0.0609,1.0432,0.0010,0.0025,-0.0429,40.82866547,-96.69689620,18.46999931,
2.5730,0.0628,-0.1046,0.9674,0.0010,0.0025,-0.0429,40.82866547,-96.69689620,18.46999931,
2.5880,0.0628,-0.1046,0.9674,-0.0035,-0.0080,-0.0457,40.82866547,-96.69689620,18.46999931,
2.6030,0.0628,-0.1046,0.9674,-0.0035,-0.0080,-0.0457,40.82866547,-96.69689620,18.46999931,
2.6350,0.0676,-0.0802,0.9644,-0.0035,-0.0080,-0.0457,40.82866547,-96.69689620,18.46999931,
2.6550,0.0676,-0.0802,0.9644,-0.0027,0.0032,-0.0440,40.82866547,-96.69689620,18.46999931,
2.6750,0.0676,-0.0802,0.9644,-0.0027,0.0032,-0.0440,40.82866547,-96.69689620,18.46999931,
2.7060,0.0661,-0.0806,0.9939,-0.0027,0.0032,-0.0440,40.82866547,-96.69689620,18.46999931,
2.7210,0.0661,-0.0806,0.9939,-0.0206,0.0053,-0.0454,40.82866547,-96.69689620,18.46999931,
2.7380,0.0661,-0.0806,0.9939,-0.0206,0.0053,-0.0454,40.82866547,-96.69689620,18.46999931,
2.7740,0.0727,-0.1091,0.9608,-0.0206,0.0053,-0.0454,40.82866547,-96.69689620,18.46999931,
2.7900,0.0727,-0.1091,0.9608,-0.0103,-0.0010,-0.0468,40.82866547,-96.69689620,18.46999931,
2.8070,0.0727,-0.1091,0.9608,-0.0103,-0.0010,-0.0468,40.82866547,-96.69689620,18.46999931,
2.8370,0.0549,-0.0834,0.9884,-0.0103,-0.0010,-0.0468,40.82866547,-96.69689620,18.46999931,
2.8540,0.0549,-0.0834,0.9884,0.0055,-0.0116,-0.0466,40.82866547,-96.69689620,18.46999931,
2.8710,0.0549,-0.0834,0.9884,0.0055,-0.0116,-0.0466,40.82866547,-96.69689620,18.46999931,
2.9020,0.0699,-0.0905,1.0028,0.0055,-0.0116,-0.0466,40.82866547,-96.69689620,18.46999931,
2.9190,0.0699,-0.0905,1.0028,0.0061,-0.0012,-0.0473,40.82866547,-96.69689620,18.46999931,
2.9420,0.0699,-0.0905,1.0028,0.0061,-0.0012,-0.0473,40.82866547,-96.69689620,18.46999931,
2.9830,0.0789,-0.1037,0.9510,0.0061,-0.0012,-0.0473,40.82866547,-96.69689620,18.46999931,
2.9890,0.0789,-0.1037,0.9510,-0.0163,0.0055,-0.0466,40.82866547,-96.69689620,18.46999931,
3.0050,0.0789,-0.1037,0.9510,-0.0163,0.0055,-0.0466,40.82866547,-96.69689620,18.46999931,
3.0370,0.0710,-0.0815,0.9765,-0.0163,0.0055,-0.0466,40.82873582,-96.69659035,18.77000046,
3.0550,0.0710,-0.0815,0.9765,-0.0292,-0.0010,-0.0462,40.82873582,-96.69659035,18.77000046,
3.0740,0.0710,-0.0815,0.9765,-0.0292,-0.0010,-0.0462,40.82873582,-96.69659035,18.77000046,
3.1050,0.0728,-0.1045,0.9720,-0.0292,-0.0010,-0.0462,40.82873582,-96.69659035,18.77000046,
3.1200,0.0728,-0.1045,0.9720,-0.0124,0.0032,-0.0482,40.82873582,-96.69659035,18.77000046,
3.1400,0.0728,-0.1045,0.9720,-0.0124,0.0032,-0.0482,40.82873582,-96.69659035,18.77000046,
3.1720,0.0826,-0.1198,0.9661,-0.0124,0.0032,-0.0482,40.82873582,-96.69659035,18.77000046,
3.1870,0.0826,-0.1198,0.9661,0.0055,-0.0043,-0.0510,40.82873582,-96.69659035,18.77000046,
3.2080,0.0826,-0.1198,0.9661,0.0055,-0.0043,-0.0510,40.82873582,-96.69659035,18.77000046,
3.2350,0.0714,-0.1055,1.0178,0.0055,-0.0043,-0.0510,40.82873582,-96.69659035,18.77000046,
3.2560,0.0714,-0.1055,1.0178,0.0275,-0.0081,-0.0565,40.82873582,-96.69659035,18.77000046,
3.2750,0.0714,-0.1055,1.0178,0.0275,-0.0081,-0.0565,40.82873582,-96.69659035,18.77000046,
3.3040,0.0994,-0.0777,1.0167,0.0275,-0.0081,-0.0565,40.82873582,-96.69659035,18.77000046,
3.3220,0.0994,-0.0777,1.0167,0.0165,-0.0071,-0.0632,40.82873582,-96.69659035,18.77000046,
3.3410,0.0994,-0.0777,1.0167,0.0165,-0.0071,-0.0632,40.82873582,-96.69659035,18.77000046,
3.3730,0.1123,-0.0729,0.9844,0.0165,-0.0071,-0.0632,40.82873582,-96.69659035,18.77000046,
3.3890,0.1123,-0.0729,0.9844,-0.0119,-0.0141,-0.0735,40.82873582,-96.69659035,18.77000046,
3.4100,0.1123,-0.0729,0.9844,-0.0119,-0.0141,-0.0735,40.82873582,-96.69659035,18.77000046,
3.4370,0.1333,-0.0738,0.9715,-0.0119,-0.0141,-0.0735,40.82873582,-96.69659035,18.77000046,
3.4560,0.1333,-0.0738,0.9715,-0.0140,-0.0026,-0.0799,40.82873582,-96.69659035,18.77000046,
3.4770,0.1333,-0.0738,0.9715,-0.0140,-0.0026,-0.0799,40.82873582,-96.69659035,18.77000046,
3.5040,0.1436,-0.0902,0.9762,-0.0140,-0.0026,-0.0799,40.82873582,-96.69659035,18.77000046,
3.5250,0.1436,-0.0902,0.9762,-0.0060,-0.0027,-0.0839,40.82873582,-96.69659035,18.77000046,
3.5430,0.1436,-0.0902,0.9762,-0.0060,-0.0027,-0.0839,40.82873582,-96.69659035,18.77000046,
3.5710,0.1458,-0.0676,0.9799,-0.0060,-0.0027,-0.0839,40.82873582,-96.69659035,18.77000046,
3.5900,0.1458,-0.0676,0.9799,0.0008,-0.0022,-0.0846,40.82873582,-96.69659035,18.77000046,
3.6210,0.1458,-0.0676,0.9799,0.0008,-0.0022,-0.0846,40.82873582,-96.69659035,18.77000046,
3.6420,0.1591,-0.0638,0.9981,0.0008,-0.0022,-0.0846,40.82873582,-96.69659035,18.77000046,
3.6600,0.1591,-0.0638,0.9981,0.0019,0.0198,-0.0832,40.82873582,-96.69659035,18.77000046,
3.6940,0.1591,-0.0638,0.9981,0.0019,0.0198,-0.0832,40.82873582,-96.69659035,18.77000046,
3.7070,0.1413,-0.0643,0.9971,0.0019,0.0198,-0.0832,40.82873582,-96.69659035,18.77000046,
3.7240,0.1413,-0.0643,0.9971,0.0013,-0.0134,-0.0883,40.82873582,-96.69659035,18.77000046,
3.7440,0.1413,-0.0643,0.9971,0.0013,-0.0134,-0.0883,40.82873582,-96.69659035,18.77000046,
3.7740,0.1477,-0.0641,1.0274,0.0013,-0.0134,-0.0883,40.82873582,-96.69659035,18.77000046,
3.7930,0.1477,-0.0641,1.0274,0.0143,-0.0095,-0.0911,40.82873582,-96.69659035,18.77000046,
3.8140,0.1477,-0.0641,1.0274,0.0143,-0.0095,-0.0911,40.82873582,-96.69659035,18.77000046,
3.8410,0.1509,-0.0510,0.9632,0.0143,-0.0095,-0.0911,40.82873582,-96.69659035,18.77000046,
3.8600,0.1509,-0.0510,0.9632,0.0055,-0.0106,-0.0911,40.82873582,-96.69659035,18.77000046,
3.8800,0.1509,-0.0510,0.9632,0.0055,-0.0106,-0.0911,40.82873582,-96.69659035,18.77000046,
3.9090,0.1678,-0.0276,0.9839,0.0055,-0.0106,-0.0911,40.82873582,-96.69659035,18.77000046,
3.9300,0.1678,-0.0276,0.9839,-0.0065,-0.0080,-0.0895,40.82873582,-96.69659035,18.77000046,
3.9470,0.1678,-0.0276,0.9839,-0.0065,-0.0080,-0.0895,40.82873582,-96.69659035,18.77000046,
3.9810,0.1617,-0.0441,0.9778,-0.0065,-0.0080,-0.0895,40.82873582,-96.69659035,18.77000046,
3.9940,0.1617,-0.0441,0.9778,-0.0121,-0.0113,-0.0923,40.82888395,-96.69640425,19.44000053,
4.0140,0.1617,-0.0441,0.9778,-0.0121,-0.0113,-0.0923,40.82888395,-96.69640425,19.44000053,
4.0430,0.1650,-0.0335,0.9654,-0.0121,-0.0113,-0.0923,40.82888395,-96.69640425,19.44000053,
4.0640,0.1650,-0.0335,0.9654,-0.0126,0.0042,-0.0902,40.82888395,-96.69640425,19.44000053,
4.0810,0.1650,-0.0335,0.9654,-0.0126,0.0042,-0.0902,40.82888395,-96.69640425,19.44000053,
4.1110,0.1631,-0.0212,0.9747,-0.0126,0.0042,-0.0902,40.82888395,-96.69640425,19.44000053,
4.1300,0.1631,-0.0212,0.9747,-0.0090,0.0021,-0.0913,40.82888395,-96.69640425,19.44000053,
4.1490,0.1631,-0.0212,0.9747,-0.0090,0.0021,-0.0913,40.82888395,-96.69640425,19.44000053,
4.1780,0.1680,-0.0315,0.9592,-0.0090,0.0021,-0.0913,40.82888395,-96.69640425,19.44000053,
4.1960,0.1680,-0.0315,0.9592,-0.0192,0.0072,-0.0920,40.82888395,-96.69640425,19.44000053,
4.2160,0.1680,-0.0315,0.9592,-0.0192,0.0072,-0.0920,40.82888395,-96.69640425,19.44000053,
4.2450,0.1563,-0.0271,0.9428,-0.0192,0.0072,-0.0920,40.82888395,-96.69640425,19.44000053,
4.2630,0.1563,-0.0271,0.9428,-0.0245,0.0030,-0.0923,40.82888395,-96.69640425,19.44000053,
4.2830,0.1563,-0.0271,0.9428,-0.0245,0.0030,-0.0923,40.82888395,-96.69640425,19.44000053,
4.3120,0.1662,-0.0375,0.9712,-0.0245,0.0030,-0.0923,40.82888395,-96.69640425,19.44000053,
4.3330,0.1662,-0.0375,0.9712,-0.0055,0.0028,-0.0911,40.82888395,-96.69640425,19.44000053,
4.3490,0.1662,-0.0375,0.9712,-0.0055,0.0028,-0.0911,40.82888395,-96.69640425,19.44000053,
4.3790,0.1672,-0.0247,1.0007,-0.0055,0.0028,-0.0911,40.82888395,-96.69640425,19.44000053,
4.3970,0.1672,-0.0247,1.0007,0.0055,0.0109,-0.0899,40.82888395,-96.69640425,19.44000053,
4.4170,0.1672,-0.0247,1.0007,0.0055,0.0109,-0.0899,40.82888395,-96.69640425,19.44000053,
4.4470,0.1512,-0.0317,1.0059,0.0055,0.0109,-0.0899,40.82888395,-96.69640425,19.44000053,
4.4640,0.1512,-0.0317,1.0059,0.0083,0.0027,-0.0862,40.82888395,-96.69640425,19.44000053,
4.4840,0.1512,-0.0317,1.0059,0.0083,0.0027,-0.0862,40.82888395,-96.69640425,19.44000053,
4.5120,0.1486,-0.0341,0.9775,0.0083,0.0027,-0.0862,40.82888395,-96.69640425,19.44000053,
4.5320,0.1486,-0.0341,0.9775,0.0061,0.0187,-0.0843,40.82888395,-96.69640425,19.44000053,
4.5510,0.1486,-0.0341,0.9775,0.0061,0.0187,-0.0843,40.82888395,-96.69640425,19.44000053,
4.5800,0.1422,-0.0139,1.0129,0.0061,0.0187,-0.0843,40.82888395,-96.69640425,19.44000053,
4.5990,0.1422,-0.0139,1.0129,-0.0021,0.0493,-0.0818,40.82888395,-96.69640425,19.44000053,
4.6190,0.1422,-0.0139,1.0129,-0.0021,0.0493,-0.0818,40.82888395,-96.69640425,19.44000053,
4.6480,0.1145,-0.0393,0.9636,-0.0021,0.0493,-0.0818,40.82888395,-96.69640425,19.44000053,
4.6660,0.1145,-0.0393,0.9636,-0.0131,0.0166,-0.0661,40.82888395,-96.69640425,19.44000053,
4.6860,0.1145,-0.0393,0.9636,-0.0131,0.0166,-0.0661,40.82888395,-96.69640425,19.44000053,
4.7150,0.1222,-0.0283,0.9851,-0.0131,0.0166,-0.0661,40.82888395,-96.69640425,19.44000053,
4.7330,0.1222,-0.0283,0.9851,-0.0070,-0.0106,-0.0675,40.82888395,-96.69640425,19.44000053,
4.7540,0.1222,-0.0283,0.9851,-0.0070,-0.0106,-0.0675,40.82888395,-96.69640425,19.44000053,
4.7820,0.1175,-0.0267,0.9595,-0.0070,-0.0106,-0.0675,40.82888395,-96.69640425,19.44000053,
4.8000,0.1175,-0.0267,0.9595,-0.0185,0.0114,-0.0668,40.82888395,-96.69640425,19.44000053,
4.8210,0.1175,-0.0267,0.9595,-0.0185,0.0114,-0.0668,40.82888395,-96.69640425,19.44000053,
4.8480,0.1091,-0.0239,0.9788,-0.0185,0.0114,-0.0668,40.82888395,-96.69640425,19.44000053,
4.8680,0.1091,-0.0239,0.9788,-0.0271,0.0116,-0.0691,40.82888395,-96.69640425,19.44000053,
4.8880,0.1091,-0.0239,0.9788,-0.0271,0.0116,-0.0691,40.82888395,-96.69640425,19.44000053,
4.9160,0.1198,-0.0478,0.9731,-0.0271,0.0116,-0.0691,40.82888395,-96.69640425,19.44000053,
4.9350,0.1198,-0.0478,0.9731,-0.0041,0.0161,-0.0702,40.82888395,-96.69640425,19.44000053,
4.9550,0.1198,-0.0478,0.9731,-0.0041,0.0161,-0.0702,40.82888395,-96.69640425,19.44000053,
4.9860,0.1114,-0.0312,1.0309,-0.0041,0.0161,-0.0702,40.82888395,-96.69640425,19.44000053,
5.0020,0.1114,-0.0312,1.0309,0.0286,0.0145,-0.0691,40.82898508,-96.69623412,19.36000061,
5.0210,0.1114,-0.0312,1.0309,0.0286,0.0145,-0.0691,40.82898508,-96.69623412,19.36000061,
