
time,gFx,gFy,gFz,wx,wy,wz,Latitude,Longitude,Speed (m/s),
0.0930,-0.0082,-0.1935,0.9503,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,
0.1030,-0.0082,-0.1935,0.9503,-0.0034,-0.0012,-0.0103,40.78811504,-96.66028391,0.00000000,
0.1270,-0.0067,-0.2099,0.9576,-0.0034,-0.0012,-0.0103,40.78811504,-96.66028391,0.00000000,
0.1650,-0.0067,-0.2099,0.9576,0.0204,-0.0061,-0.0103,40.78811504,-96.66028391,0.00000000,
0.1850,-0.0067,-0.2099,0.9576,0.0204,-0.0061,-0.0103,40.78811504,-96.66028391,0.00000000,
0.1950,-0.0103,-0.2077,0.9923,0.0204,-0.0061,-0.0103,40.78811504,-96.66028391,0.00000000,
0.2320,-0.0103,-0.2077,0.9923,0.0214,-0.0108,-0.0157,40.78811504,-96.66028391,0.00000000,
0.2530,-0.0103,-0.2077,0.9923,0.0214,-0.0108,-0.0157,40.78811504,-96.66028391,0.00000000,
0.2610,-0.0046,-0.1899,1.0029,0.0214,-0.0108,-0.0157,40.78811504,-96.66028391,0.00000000,
0.3000,-0.0046,-0.1899,1.0029,0.0043,-0.0170,-0.0263,40.78811504,-96.66028391,0.00000000,
0.3200,-0.0046,-0.1899,1.0029,0.0043,-0.0170,-0.0263,40.78811504,-96.66028391,0.00000000,
0.3290,0.0276,-0.1930,0.9750,0.0043,-0.0170,-0.0263,40.78811504,-96.66028391,0.00000000,
0.3680,0.0276,-0.1930,0.9750,-0.0135,-0.0177,-0.0352,40.78811504,-96.66028391,0.00000000,
0.3870,0.0276,-0.1930,0.9750,-0.0135,-0.0177,-0.0352,40.78811504,-96.66028391,0.00000000,
0.3960,0.0434,-0.1976,0.9570,-0.0135,-0.0177,-0.0352,40.78811504,-96.66028391,0.00000000,
0.4360,0.0434,-0.1976,0.9570,-0.0203,-0.0188,-0.0400,40.78811504,-96.66028391,0.00000000,
0.4540,0.0434,-0.1976,0.9570,-0.0203,-0.0188,-0.0400,40.78811504,-96.66028391,0.00000000,
0.4650,0.0461,-0.2086,0.9651,-0.0203,-0.0188,-0.0400,40.78811504,-96.66028391,0.00000000,
