
        AX        AY        AZ         WX        WY        WZ     AngleX    AngleY    AngleZ
      0.05      0.00      0.14       0.00     -0.00     -0.00       0.56    -19.21   -103.32  
      0.04      0.00      0.15      -0.00      0.00     -0.00       0.57    -19.13   -103.42  
      0.05      0.00      0.14       0.00     -0.00     -0.00       0.65    -19.21   -103.51  
      0.04      0.00      0.15       0.00      0.00     -0.00       0.72    -19.11   -103.58  
      0.05      0.01      0.14       0.00     -0.00     -0.00       0.79    -19.18   -103.65  
      0.05      0.00      0.14      -0.00      0.00     -0.00       0.77    -19.13   -103.73  
      0.05      0.00      0.15       0.00     -0.00     -0.00       0.86    -19.14   -103.79  
      0.05      0.00      0.14       0.00     -0.00     -0.00       0.88    -19.15   -103.83  
      0.05      0.00      0.15      -0.00      0.00     -0.00       0.91    -19.10   -103.91  
      0.05      0.00      0.14       0.00     -0.00     -0.00       0.97    -19.16   -103.97  
      0.04      0.00      0.14      -0.00      0.00     -0.00       0.97    -19.09   -104.01  
      0.05      0.01      0.14       0.00     -0.00     -0.00       1.04    -19.13   -104.09  
      0.05      0.00      0.14      -0.00      0.00     -0.00       1.04    -19.12   -104.11  
      0.05      0.01      0.14       0.00      0.00     -0.00       1.08    -19.11   -104.14  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.13    -19.12   -104.21  
      0.04      0.00      0.15      -0.00      0.00      0.00       1.11    -19.07   -104.19  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.18    -19.09   -104.25  
      0.05      0.01      0.15      -0.00      0.00     -0.00       1.18    -19.08   -104.28  
      0.05      0.01      0.15      -0.00      0.00     -0.00       1.19    -19.06   -104.30  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.20    -19.08   -104.34  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.16    -19.04   -104.35  
      0.06      0.00      0.15       0.00     -0.00     -0.00       1.24    -19.08   -104.40  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.20    -19.04   -104.42  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.24    -19.06   -104.47  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.25    -19.04   -104.50  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.25    -19.03   -104.51  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.30    -19.05   -104.56  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.23    -19.05   -104.53  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.28    -19.04   -104.55  
      0.05      0.00      0.15       0.00      0.00      0.00       1.29    -19.00   -104.52  
      0.05      0.01      0.14       0.00     -0.00      0.00       1.29    -19.01   -104.46  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.28    -18.99   -104.46  
      0.05      0.00      0.14      -0.00     -0.00      0.00       1.22    -19.05   -104.40  
      0.05      0.01      0.15       0.00      0.00      0.00       1.29    -18.95   -104.39  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.29    -19.00   -104.37  
      0.05      0.00      0.15      -0.01      0.00      0.00       1.17    -18.97   -104.33  
      0.06      0.01      0.15       0.00     -0.00     -0.00       1.26    -19.01   -104.42  
      0.05      0.00      0.15       0.00      0.00      0.00       1.26    -18.96   -104.37  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.31    -18.96   -104.43  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.31    -19.01   -104.48  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.29    -18.91   -104.47  
      0.06      0.00      0.15       0.00     -0.00     -0.00       1.36    -19.02   -104.52  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.31    -18.95   -104.53  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.33    -19.00   -104.51  
      0.05      0.00      0.15       0.00      0.00      0.00       1.35    -18.97   -104.50  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.34    -18.97   -104.48  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.36    -18.98   -104.46  
      0.05      0.01      0.15       0.00      0.00      0.00       1.37    -18.95   -104.45  
      0.05      0.01      0.15      -0.00     -0.00      0.00       1.37    -19.00   -104.45  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.38    -18.95   -104.46  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.41    -19.00   -104.47  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.42    -18.97   -104.50  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.42    -19.00   -104.52  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.46    -18.98   -104.56  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.48    -18.98   -104.59  
      0.05      0.00      0.14      -0.00     -0.00     -0.00       1.43    -19.03   -104.60  
      0.05      0.00      0.14      -0.00      0.00     -0.00       1.44    -19.02   -104.63  
      0.05      0.01      0.14       0.00      0.00      0.00       1.46    -19.01   -104.62  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.52    -18.98   -104.62  
      0.05      0.01      0.14      -0.00     -0.00     -0.00       1.54    -19.01   -104.63  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.49    -18.95   -104.61  
      0.05      0.01      0.14      -0.00     -0.00     -0.00       1.51    -19.05   -104.63  
      0.04      0.01      0.15       0.00      0.00      0.00       1.54    -18.92   -104.62  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.57    -18.98   -104.60  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.47    -18.97   -104.57  
      0.05      0.01      0.14       0.00      0.00     -0.00       1.51    -18.97   -104.61  
      0.04      0.00      0.15       0.00      0.00      0.00       1.52    -18.92   -104.54  
      0.05      0.01      0.15      -0.00     -0.00     -0.00       1.52    -18.93   -104.55  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.50    -18.99   -104.56  
      0.04      0.00      0.15       0.00      0.00      0.00       1.48    -18.87   -104.51  
      0.06      0.01      0.15       0.00     -0.01     -0.00       1.55    -19.00   -104.52  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.48    -18.91   -104.50  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.48    -18.93   -104.47  
      0.05      0.01      0.15       0.00      0.00      0.00       1.49    -18.93   -104.44  
      0.05      0.00      0.15       0.00      0.00      0.00       1.49    -18.90   -104.43  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.44    -18.93   -104.39  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.48    -18.90   -104.39  
      0.06      0.00      0.15      -0.00     -0.00      0.00       1.46    -18.96   -104.36  
      0.04      0.00      0.15      -0.00      0.00      0.00       1.42    -18.87   -104.34  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.50    -18.90   -104.35  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.44    -18.92   -104.30  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.44    -18.90   -104.33  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.44    -18.92   -104.30  
      0.05      0.00      0.15       0.00      0.00      0.00       1.45    -18.89   -104.26  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.41    -18.91   -104.24  
      0.05      0.00      0.15       0.00      0.00      0.00       1.44    -18.87   -104.22  
      0.05      0.01      0.15       0.00      0.00      0.00       1.43    -18.87   -104.18  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.45    -18.89   -104.18  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.43    -18.85   -104.19  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.40    -18.89   -104.13  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.45    -18.82   -104.18  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.41    -18.90   -104.12  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.36    -18.81   -104.10  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.41    -18.84   -104.10  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.36    -18.81   -104.01  
      0.05      0.00      0.15       0.00      0.00      0.00       1.36    -18.81   -104.00  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.33    -18.81   -103.94  
      0.05      0.00      0.15       0.00      0.00      0.00       1.34    -18.78   -103.88  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.34    -18.79   -103.83  
      0.04      0.00      0.15      -0.00      0.00      0.00       1.32    -18.72   -103.80  
      0.05      0.00      0.14      -0.00     -0.00      0.00       1.27    -18.80   -103.73  
      0.04      0.00      0.15      -0.00      0.00      0.00       1.25    -18.70   -103.72  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.31    -18.72   -103.71  
      0.05      0.00      0.15       0.00      0.00      0.00       1.33    -18.69   -103.69  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.27    -18.69   -103.74  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.33    -18.70   -103.82  
      0.04      0.00      0.15       0.00      0.00     -0.00       1.37    -18.64   -103.85  
      0.05      0.00      0.14      -0.00     -0.00     -0.00       1.37    -18.68   -103.88  
      0.04      0.00      0.15       0.00      0.00     -0.00       1.38    -18.61   -103.93  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.40    -18.69   -103.87  
      0.04      0.00      0.15       0.00      0.00     -0.00       1.42    -18.62   -103.88  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.41    -18.63   -103.84  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.43    -18.65   -103.80  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.46    -18.61   -103.84  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.43    -18.67   -103.80  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.42    -18.63   -103.83  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.51    -18.68   -103.88  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.47    -18.61   -103.86  
      0.05      0.01      0.15      -0.00     -0.01     -0.00       1.46    -18.73   -103.88  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.45    -18.65   -103.89  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.48    -18.66   -103.83  
      0.05      0.01      0.15      -0.00     -0.00      0.00       1.47    -18.73   -103.83  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.37    -18.71   -103.79  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.38    -18.75   -103.76  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.42    -18.72   -103.77  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.40    -18.79   -103.77  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.36    -18.73   -103.79  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.41    -18.80   -103.81  
      0.05      0.00      0.15       0.00      0.00      0.00       1.42    -18.75   -103.80  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.43    -18.78   -103.79  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.41    -18.79   -103.77  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.41    -18.79   -103.75  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.42    -18.81   -103.75  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.42    -18.79   -103.78  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.43    -18.84   -103.84  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.48    -18.76   -103.94  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.50    -18.80   -104.03  
      0.05      0.00      0.15      -0.00      0.00     -0.01       1.52    -18.78   -104.14  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.57    -18.74   -104.23  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.55    -18.76   -104.24  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.54    -18.76   -104.24  
      0.05      0.00      0.15       0.00      0.00      0.00       1.53    -18.75   -104.17  
      0.05      0.00      0.15       0.00      0.00      0.00       1.52    -18.73   -104.07  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.47    -18.76   -103.99  
      0.05      0.00      0.15       0.00      0.00      0.00       1.44    -18.72   -103.90  
      0.04      0.00      0.15       0.00     -0.00      0.00       1.44    -18.73   -103.84  
      0.05      0.00      0.15       0.00      0.00      0.00       1.46    -18.72   -103.84  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.43    -18.72   -103.85  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.47    -18.70   -103.90  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.52    -18.68   -103.96  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.45    -18.69   -103.97  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.45    -18.70   -104.02  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.44    -18.71   -104.08  
      0.04      0.00      0.15       0.00      0.00     -0.00       1.51    -18.65   -104.10  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.52    -18.67   -104.07  
      0.05      0.00      0.14      -0.00     -0.00     -0.00       1.51    -18.69   -104.08  
      0.04      0.00      0.15       0.00      0.00      0.00       1.52    -18.64   -104.06  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.54    -18.68   -104.04  
      0.05      0.01      0.15      -0.00      0.00     -0.00       1.55    -18.67   -104.06  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.52    -18.68   -104.04  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.51    -18.70   -104.02  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.57    -18.68   -104.06  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.53    -18.69   -104.01  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.52    -18.70   -104.02  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.54    -18.69   -104.05  
      0.05      0.00      0.15       0.00      0.00      0.00       1.53    -18.68   -104.01  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.55    -18.69   -104.03  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.51    -18.69   -104.02  
      0.05      0.00      0.15       0.00      0.00      0.00       1.52    -18.68   -104.00  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.56    -18.67   -104.01  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.55    -18.64   -104.00  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.50    -18.67   -103.99  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.54    -18.65   -104.02  
      0.05      0.00      0.15       0.00      0.00      0.00       1.57    -18.60   -104.01  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.48    -18.65   -103.98  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.57    -18.62   -104.04  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.51    -18.59   -103.96  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.55    -18.61   -103.97  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.50    -18.58   -103.99  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.47    -18.60   -103.92  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.52    -18.54   -103.96  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.52    -18.59   -103.94  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.48    -18.50   -103.93  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.53    -18.52   -103.94  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.53    -18.47   -103.95  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.47    -18.54   -103.93  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.51    -18.46   -103.98  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.55    -18.46   -103.97  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.51    -18.49   -103.94  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.51    -18.46   -103.99  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.51    -18.49   -103.93  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.54    -18.47   -103.95  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.51    -18.53   -103.94  
      0.04      0.00      0.15      -0.00      0.00      0.00       1.44    -18.49   -103.91  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.49    -18.56   -103.92  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.48    -18.51   -103.92  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.47    -18.57   -103.89  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.40    -18.58   -103.90  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.38    -18.55   -103.90  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.44    -18.60   -103.89  
      0.04      0.00      0.15      -0.00      0.00     -0.00       1.42    -18.56   -103.91  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.43    -18.65   -103.93  
      0.04      0.00      0.15       0.00      0.00     -0.00       1.43    -18.56   -103.94  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.51    -18.63   -103.96  
      0.04      0.00      0.15      -0.00     -0.00     -0.00       1.44    -18.62   -103.97  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.44    -18.66   -103.99  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.48    -18.66   -104.01  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.48    -18.68   -104.00  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.49    -18.70   -104.02  
      0.04      0.00      0.15       0.00      0.00      0.00       1.52    -18.65   -104.02  
      0.05      0.01      0.15       0.00     -0.01      0.00       1.54    -18.76   -104.02  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.49    -18.69   -104.02  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.56    -18.74   -104.02  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.56    -18.75   -104.01  
      0.05      0.01      0.15      -0.00     -0.00     -0.00       1.53    -18.78   -104.01  
      0.05      0.00      0.15       0.00      0.00      0.00       1.54    -18.72   -104.00  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.55    -18.79   -103.98  
      0.05      0.01      0.15      -0.00      0.00     -0.00       1.55    -18.78   -103.99  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.53    -18.72   -103.97  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.55    -18.81   -103.96  
      0.05      0.01      0.15      -0.00      0.00     -0.00       1.52    -18.70   -103.97  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.60    -18.75   -103.96  
      0.05      0.01      0.15      -0.00      0.00      0.00       1.58    -18.69   -103.95  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.53    -18.71   -103.94  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.52    -18.62   -103.93  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.58    -18.69   -103.92  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.48    -18.59   -103.90  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.46    -18.54   -103.91  
      0.06      0.00      0.15       0.00     -0.00      0.00       1.49    -18.65   -103.88  
      0.04      0.00      0.15      -0.00      0.01      0.00       1.47    -18.49   -103.87  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.52    -18.48   -103.88  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.47    -18.48   -103.85  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.48    -18.46   -103.86  
      0.04      0.00      0.15       0.00      0.01     -0.00       1.51    -18.30   -103.86  
      0.06      0.01      0.15      -0.00     -0.01      0.00       1.49    -18.44   -103.82  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.40    -18.33   -103.84  
      0.05      0.00      0.15       0.00      0.00      0.00       1.43    -18.23   -103.83  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.49    -18.31   -103.79  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.43    -18.22   -103.82  
      0.04      0.00      0.15      -0.00      0.00      0.00       1.38    -18.14   -103.80  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.42    -18.16   -103.80  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.40    -18.18   -103.82  
      0.04      0.00      0.15       0.00      0.01     -0.00       1.45    -18.00   -103.85  
      0.05      0.00      0.15      -0.00     -0.01      0.00       1.39    -18.12   -103.82  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.30    -18.11   -103.85  
      0.04      0.00      0.15       0.00      0.01     -0.00       1.41    -17.91   -103.89  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.44    -17.95   -103.80  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.43    -18.01   -103.90  
      0.04      0.00      0.15      -0.00      0.01      0.00       1.32    -17.87   -103.88  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.42    -17.92   -103.85  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.48    -17.93   -103.91  
      0.04      0.00      0.15      -0.00      0.00      0.00       1.42    -17.86   -103.89  
      0.04      0.00      0.15       0.00      0.00      0.00       1.46    -17.78   -103.88  
      0.06      0.01      0.15       0.00     -0.01     -0.00       1.48    -17.96   -103.90  
      0.04      0.00      0.15      -0.00      0.01     -0.00       1.44    -17.80   -103.90  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.54    -17.80   -103.90  
      0.05      0.01      0.15      -0.00     -0.00      0.00       1.55    -17.88   -103.90  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.49    -17.82   -103.91  
      0.05      0.00      0.15       0.00      0.00      0.00       1.51    -17.80   -103.90  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.54    -17.84   -103.89  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.57    -17.87   -103.90  
      0.04      0.00      0.15      -0.00      0.01      0.00       1.48    -17.74   -103.88  
      0.06      0.00      0.15       0.00     -0.01     -0.00       1.50    -17.92   -103.89  
      0.04      0.00      0.15       0.00      0.00     -0.00       1.53    -17.83   -103.91  
      0.05      0.00      0.15       0.00      0.00      0.00       1.54    -17.81   -103.87  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.51    -17.91   -103.90  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.42    -17.89   -103.90  
      0.04      0.00      0.15       0.00      0.00      0.00       1.51    -17.79   -103.89  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.60    -17.85   -103.90  
      0.05      0.00      0.15      -0.01     -0.00      0.00       1.48    -17.94   -103.90  
      0.04      0.00      0.15      -0.00      0.01     -0.00       1.42    -17.77   -103.91  
      0.05      0.01      0.15       0.01     -0.01      0.00       1.54    -17.92   -103.90  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.56    -17.87   -103.90  
      0.04      0.00      0.15      -0.00      0.00     -0.00       1.56    -17.78   -103.92  
      0.05      0.01      0.15      -0.00     -0.00      0.00       1.56    -17.87   -103.91  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.51    -17.94   -103.91  
      0.04      0.00      0.15       0.00      0.01     -0.00       1.53    -17.78   -103.93  
      0.05      0.01      0.15       0.01     -0.00      0.00       1.65    -17.83   -103.91  
      0.05      0.01      0.15      -0.00     -0.00      0.00       1.61    -17.95   -103.90  
      0.04      0.00      0.15      -0.01      0.01     -0.00       1.43    -17.78   -103.91  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.48    -17.85   -103.91  
      0.05      0.01      0.15       0.01     -0.00      0.00       1.64    -17.90   -103.89  
      0.04      0.00      0.15      -0.00      0.01      0.00       1.56    -17.78   -103.86  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.51    -17.81   -103.88  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.51    -17.91   -103.84  
      0.04      0.00      0.15      -0.00      0.01      0.00       1.47    -17.74   -103.81  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.55    -17.82   -103.85  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.48    -17.86   -103.80  
      0.05      0.00      0.15      -0.00      0.01     -0.00       1.45    -17.74   -103.81  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.49    -17.78   -103.82  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.49    -17.84   -103.79  
      0.05      0.00      0.15      -0.00      0.01     -0.00       1.45    -17.72   -103.80  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.46    -17.76   -103.80  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.48    -17.84   -103.79  
      0.04      0.00      0.15      -0.00      0.01     -0.00       1.43    -17.64   -103.79  
      0.05      0.00      0.15       0.00     -0.01      0.00       1.45    -17.81   -103.79  
      0.05      0.00      0.15       0.00      0.00      0.00       1.45    -17.80   -103.78  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.42    -17.71   -103.78  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.47    -17.80   -103.78  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.48    -17.79   -103.78  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.44    -17.73   -103.75  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.47    -17.79   -103.78  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.48    -17.88   -103.77  
      0.04      0.00      0.15      -0.00      0.01      0.00       1.44    -17.70   -103.77  
      0.05      0.01      0.15       0.00     -0.01      0.00       1.50    -17.86   -103.77  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.48    -17.84   -103.77  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.43    -17.81   -103.75  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.47    -17.90   -103.76  
      0.05      0.00      0.15       0.00      0.00      0.00       1.47    -17.87   -103.75  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.42    -17.86   -103.72  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.47    -17.89   -103.74  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.37    -17.98   -103.69  
      0.04      0.00      0.15      -0.00      0.00     -0.00       1.31    -17.87   -103.70  
      0.05      0.00      0.15       0.01     -0.01     -0.00       1.43    -17.99   -103.72  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.36    -17.98   -103.67  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.33    -17.95   -103.72  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.37    -17.97   -103.72  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.38    -18.01   -103.70  
      0.05      0.00      0.15       0.00      0.00     -0.00       1.39    -17.97   -103.74  
      0.05      0.00      0.15       0.00     -0.00     -0.00       1.42    -17.96   -103.75  
      0.05      0.00      0.15       0.00     -0.00      0.00       1.42    -18.03   -103.74  
      0.04      0.00      0.15      -0.00      0.00     -0.00       1.43    -17.92   -103.79  
      0.05      0.01      0.15       0.00     -0.00      0.00       1.45    -17.99   -103.77  
      0.04      0.00      0.15      -0.00      0.00     -0.00       1.45    -17.97   -103.78  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.43    -17.94   -103.80  
      0.04      0.00      0.15       0.00     -0.00      0.00       1.43    -17.96   -103.77  
      0.04      0.01      0.15       0.00      0.00     -0.00       1.49    -17.92   -103.80  
      0.05      0.00      0.15      -0.00     -0.00      0.00       1.43    -17.93   -103.78  
      0.04      0.00      0.15      -0.00      0.00      0.00       1.43    -17.91   -103.78  
      0.05      0.01      0.15       0.00     -0.00     -0.00       1.54    -17.97   -103.80  
      0.04      0.00      0.15      -0.01      0.00      0.00       1.40    -17.89   -103.75  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.38    -17.95   -103.77  
      0.05      0.01      0.15       0.00      0.00     -0.00       1.47    -17.92   -103.78  
      0.05      0.00      0.15      -0.00      0.00      0.00       1.43    -17.90   -103.72  
      0.05      0.00      0.15      -0.00     -0.00     -0.00       1.44    -17.96   -103.78  
      0.04      0.00      0.15      -0.00      0.00      0.00       1.40    -17.91   -103.76  
