
        AX        AY        AZ         WX        WY        WZ     AngleX    AngleY    AngleZ
      0.06     -0.00      0.14      -0.00     -0.00      0.00      -0.99    -21.54      9.55  
      0.06     -0.00      0.14      -0.00      0.00      0.00      -1.07    -21.53      9.56  
      0.05     -0.00      0.14       0.00      0.00      0.00      -1.03    -21.53      9.58  
      0.05     -0.00      0.14       0.00      0.00      0.00      -1.05    -21.45      9.64  
      0.06     -0.00      0.14      -0.00     -0.01      0.00      -1.09    -21.58      9.65  
      0.05     -0.01      0.14      -0.00      0.01     -0.00      -1.16    -21.47      9.65  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -1.17    -21.49      9.68  
      0.05     -0.00      0.14       0.00      0.00      0.00      -1.08    -21.47      9.68  
      0.06     -0.00      0.14       0.00     -0.00     -0.00      -1.05    -21.48      9.68  
      0.05     -0.01      0.14      -0.00      0.00      0.00      -1.13    -21.41      9.72  
      0.06     -0.00      0.14      -0.00     -0.00     -0.00      -1.22    -21.47      9.70  
      0.05     -0.01      0.14      -0.00      0.00      0.00      -1.29    -21.41      9.72  
      0.05     -0.01      0.14       0.00      0.00     -0.00      -1.30    -21.35      9.72  
      0.05     -0.01      0.14      -0.00     -0.00      0.00      -1.35    -21.41      9.75  
      0.05     -0.01      0.14      -0.00      0.00     -0.00      -1.40    -21.35      9.69  
      0.05     -0.01      0.14       0.00     -0.00     -0.00      -1.38    -21.34      9.68  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -1.27    -21.31      9.62  
      0.05     -0.00      0.14       0.01      0.00     -0.00      -1.16    -21.27      9.60  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -1.12    -21.26      9.55  
      0.05     -0.01      0.14      -0.00     -0.00      0.00      -1.18    -21.28      9.55  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -1.17    -21.24      9.49  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -1.09    -21.20      9.49  
      0.05     -0.00      0.14       0.00     -0.00     -0.00      -1.03    -21.22      9.48  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -1.00    -21.16      9.45  
      0.05     -0.00      0.14      -0.00     -0.00     -0.00      -1.01    -21.16      9.43  
      0.06     -0.00      0.14       0.00     -0.00     -0.00      -0.97    -21.21      9.42  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.85    -21.12      9.38  
      0.06      0.00      0.14       0.00     -0.00      0.00      -0.82    -21.16      9.39  
      0.05     -0.00      0.14      -0.00     -0.00     -0.00      -0.82    -21.17      9.38  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.83    -21.12      9.35  
      0.05     -0.00      0.14       0.00      0.00      0.00      -0.75    -21.08      9.36  
      0.05      0.00      0.14       0.00     -0.00     -0.00      -0.69    -21.14      9.33  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.67    -21.06      9.32  
      0.05      0.00      0.14      -0.00      0.00     -0.00      -0.70    -21.03      9.28  
      0.05      0.00      0.14       0.00     -0.00     -0.00      -0.62    -21.09      9.27  
      0.05      0.00      0.14       0.00      0.00     -0.00      -0.50    -20.99      9.21  
      0.05     -0.00      0.14      -0.00     -0.00      0.00      -0.51    -21.02      9.24  
      0.05      0.00      0.14      -0.01     -0.00     -0.00      -0.61    -21.07      9.18  
      0.05     -0.00      0.14      -0.00      0.00      0.00      -0.68    -21.01      9.21  
      0.05     -0.00      0.14       0.00      0.00      0.00      -0.66    -20.99      9.22  
      0.05      0.00      0.14       0.01     -0.01     -0.00      -0.54    -21.09      9.20  
      0.05      0.00      0.14      -0.00      0.01     -0.00      -0.55    -20.96      9.20  
      0.05     -0.00      0.14      -0.00     -0.01     -0.00      -0.56    -21.05      9.19  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.58    -21.04      9.14  
      0.05     -0.00      0.14      -0.00     -0.00      0.00      -0.61    -21.08      9.15  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.59    -20.97      9.10  
      0.06     -0.00      0.14      -0.00     -0.01     -0.00      -0.61    -21.15      9.09  
      0.05     -0.00      0.14       0.00      0.00      0.00      -0.61    -21.04      9.09  
      0.06     -0.00      0.14      -0.00     -0.00     -0.00      -0.62    -21.08      9.05  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -0.65    -21.14      9.11  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.67    -21.07      9.05  
      0.06     -0.00      0.14       0.00     -0.00      0.00      -0.62    -21.16      9.11  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.60    -21.06      9.07  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.58    -21.18      9.14  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.55    -21.30      9.20  
      0.05     -0.00      0.14      -0.00      0.01     -0.00      -0.58    -21.18      9.16  
      0.06     -0.00      0.14      -0.00     -0.01      0.00      -0.63    -21.33      9.26  
      0.05     -0.00      0.14      -0.00      0.01     -0.00      -0.63    -21.20      9.22  
      0.06     -0.00      0.14      -0.00     -0.00      0.00      -0.68    -21.31      9.27  
      0.05     -0.01      0.14      -0.00      0.00      0.00      -0.73    -21.26      9.29  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.71    -21.25      9.24  
      0.05     -0.01      0.14       0.00     -0.00      0.00      -0.73    -21.28      9.32  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.67    -21.25      9.22  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -0.65    -21.33      9.27  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.72    -21.24      9.21  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -0.65    -21.33      9.22  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.62    -21.25      9.16  
      0.05     -0.00      0.14       0.00     -0.01      0.00      -0.59    -21.37      9.22  
      0.05      0.00      0.14      -0.00      0.01     -0.00      -0.58    -21.23      9.13  
      0.05     -0.00      0.14       0.00     -0.01      0.00      -0.55    -21.35      9.20  
      0.05     -0.00      0.14      -0.00      0.00      0.00      -0.57    -21.27      9.21  
      0.06      0.00      0.14       0.00     -0.00     -0.00      -0.54    -21.32      9.17  
      0.05     -0.00      0.14      -0.00      0.00      0.00      -0.57    -21.27      9.24  
      0.06     -0.00      0.14      -0.00     -0.00     -0.00      -0.58    -21.32      9.21  
      0.05     -0.00      0.14       0.00      0.00      0.00      -0.59    -21.30      9.23  
      0.05      0.00      0.14       0.00      0.00     -0.00      -0.55    -21.23      9.20  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -0.49    -21.29      9.29  
      0.05      0.00      0.14      -0.00      0.00     -0.00      -0.52    -21.20      9.23  
      0.05     -0.00      0.14      -0.00     -0.00      0.00      -0.62    -21.29      9.32  
      0.05     -0.00      0.14      -0.00      0.01     -0.00      -0.65    -21.17      9.27  
      0.05     -0.00      0.14       0.00     -0.01      0.00      -0.58    -21.27      9.33  
      0.05     -0.00      0.14       0.00      0.01     -0.00      -0.58    -21.12      9.33  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -0.58    -21.18      9.35  
      0.05     -0.00      0.14      -0.00      0.00      0.00      -0.64    -21.14      9.36  
      0.06     -0.00      0.14      -0.00     -0.00      0.00      -0.75    -21.18      9.38  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.69    -21.11      9.37  
      0.05      0.00      0.14       0.01      0.00     -0.00      -0.58    -21.07      9.34  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -0.54    -21.15      9.44  
      0.05      0.00      0.14      -0.00      0.01     -0.01      -0.59    -21.02      9.33  
      0.05     -0.00      0.14      -0.00     -0.01      0.00      -0.65    -21.13      9.43  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.69    -21.02      9.40  
      0.06     -0.00      0.14       0.00     -0.00      0.00      -0.63    -21.11      9.42  
      0.05     -0.00      0.15       0.00      0.01     -0.00      -0.60    -20.94      9.39  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.57    -21.13      9.44  
      0.05     -0.00      0.14      -0.00      0.01     -0.00      -0.62    -21.00      9.40  
      0.06     -0.00      0.14      -0.00     -0.00      0.00      -0.65    -21.04      9.41  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -0.65    -21.07      9.46  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.57    -21.01      9.39  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -0.57    -21.04      9.48  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.64    -21.02      9.42  
      0.06     -0.00      0.14       0.00     -0.00      0.00      -0.65    -21.11      9.48  
      0.05     -0.00      0.14       0.00      0.01     -0.00      -0.59    -20.90      9.43  
      0.06     -0.00      0.14       0.01     -0.01      0.00      -0.52    -21.09      9.50  
      0.05     -0.00      0.14      -0.00      0.01     -0.00      -0.56    -20.91      9.44  
      0.06     -0.00      0.14      -0.00     -0.00      0.00      -0.62    -21.00      9.46  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.61    -20.96      9.44  
      0.05      0.00      0.14       0.00      0.00     -0.00      -0.49    -20.93      9.39  
      0.05      0.00      0.14       0.01      0.00      0.00      -0.40    -20.91      9.42  
      0.05      0.00      0.14      -0.00      0.00     -0.00      -0.38    -20.86      9.34  
      0.05     -0.00      0.14      -0.00     -0.00      0.00      -0.47    -20.95      9.37  
      0.05     -0.00      0.14      -0.00      0.01     -0.00      -0.48    -20.76      9.28  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.43    -20.93      9.34  
      0.04      0.00      0.14       0.00      0.01     -0.00      -0.37    -20.70      9.25  
      0.05      0.00      0.14       0.00     -0.00      0.00      -0.33    -20.79      9.26  
      0.05      0.00      0.14       0.00      0.00     -0.00      -0.31    -20.70      9.24  
      0.06      0.00      0.14      -0.00     -0.00     -0.00      -0.34    -20.76      9.23  
      0.04     -0.00      0.14      -0.00      0.00      0.00      -0.40    -20.68      9.23  
      0.05      0.00      0.14       0.00      0.00     -0.00      -0.33    -20.62      9.17  
      0.05     -0.00      0.14       0.01     -0.01      0.00      -0.23    -20.73      9.23  
      0.05      0.00      0.15      -0.00      0.01     -0.00      -0.25    -20.57      9.15  
      0.06     -0.00      0.14      -0.00     -0.01      0.00      -0.35    -20.74      9.20  
      0.04     -0.00      0.14      -0.00      0.01     -0.00      -0.42    -20.54      9.14  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.38    -20.69      9.21  
      0.04     -0.00      0.14       0.00      0.01     -0.00      -0.31    -20.55      9.15  
      0.05     -0.00      0.14      -0.00     -0.00      0.00      -0.34    -20.63      9.19  
      0.05     -0.00      0.14      -0.00      0.00      0.00      -0.38    -20.61      9.20  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.46    -20.57      9.18  
      0.05     -0.00      0.14       0.00     -0.00      0.00      -0.42    -20.68      9.24  
      0.05     -0.00      0.14       0.00      0.01     -0.00      -0.36    -20.49      9.16  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.37    -20.70      9.26  
      0.04     -0.00      0.14      -0.00      0.01     -0.00      -0.40    -20.51      9.17  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.36    -20.64      9.22  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.34    -20.53      9.22  
      0.06     -0.00      0.14      -0.00     -0.00      0.00      -0.35    -20.63      9.25  
      0.05     -0.00      0.14      -0.00      0.00      0.00      -0.44    -20.57      9.32  
      0.05     -0.00      0.14      -0.00     -0.00      0.00      -0.49    -20.58      9.32  
      0.06     -0.00      0.14       0.00     -0.00      0.00      -0.47    -20.70      9.38  
      0.05     -0.00      0.15       0.00      0.01     -0.00      -0.46    -20.52      9.34  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.48    -20.67      9.39  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.57    -20.56      9.32  
      0.06     -0.01      0.14       0.00     -0.00      0.00      -0.54    -20.65      9.34  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.49    -20.58      9.30  
      0.06     -0.00      0.14       0.00     -0.00      0.00      -0.49    -20.61      9.31  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.47    -20.58      9.28  
      0.05     -0.00      0.14       0.00      0.00      0.00      -0.47    -20.52      9.27  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.48    -20.68      9.30  
      0.05     -0.00      0.14       0.00      0.01     -0.00      -0.47    -20.52      9.25  
      0.06     -0.00      0.14       0.00     -0.00      0.00      -0.40    -20.60      9.29  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.39    -20.52      9.26  
      0.06     -0.00      0.14      -0.00     -0.00     -0.00      -0.44    -20.58      9.25  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.38    -20.53      9.22  
      0.05     -0.00      0.15       0.00      0.00     -0.00      -0.32    -20.47      9.20  
      0.06     -0.00      0.14      -0.00     -0.01     -0.00      -0.32    -20.59      9.17  
      0.05     -0.00      0.15       0.00      0.01     -0.00      -0.25    -20.45      9.09  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.21    -20.58      9.11  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.21    -20.51      9.05  
      0.05     -0.00      0.14       0.00      0.00     -0.00      -0.19    -20.51      9.01  
      0.05      0.00      0.14       0.00      0.00     -0.00      -0.08    -20.48      9.00  
      0.05      0.00      0.15       0.00      0.00     -0.00      -0.01    -20.42      8.95  
      0.06      0.00      0.14      -0.00     -0.01      0.00      -0.08    -20.56      8.96  
      0.04     -0.00      0.14      -0.00      0.00     -0.00      -0.09    -20.43      8.88  
      0.05      0.00      0.14       0.00     -0.00      0.00      -0.05    -20.48      8.88  
      0.04      0.00      0.14       0.00      0.00     -0.00       0.01    -20.41      8.84  
      0.05     -0.00      0.14       0.00     -0.00     -0.00       0.02    -20.43      8.81  
      0.05     -0.00      0.14      -0.00     -0.00      0.00      -0.08    -20.51      8.82  
      0.04     -0.00      0.14       0.00      0.01     -0.00       0.01    -20.37      8.72  
      0.05      0.00      0.14       0.00     -0.01      0.00       0.05    -20.48      8.76  
      0.04      0.00      0.14       0.00      0.00     -0.00       0.10    -20.39      8.71  
      0.05      0.00      0.14      -0.00     -0.00     -0.00       0.13    -20.41      8.62  
      0.04      0.00      0.14      -0.00     -0.00      0.00       0.08    -20.40      8.65  
      0.05      0.00      0.14       0.00     -0.00     -0.00       0.19    -20.39      8.55  
      0.05      0.00      0.14      -0.00     -0.00      0.00       0.14    -20.46      8.59  
      0.04      0.00      0.14       0.00      0.01     -0.00       0.19    -20.30      8.52  
      0.06      0.00      0.14      -0.00     -0.01      0.00       0.17    -20.44      8.54  
      0.05     -0.00      0.14      -0.00     -0.00      0.00       0.10    -20.44      8.58  
      0.05     -0.00      0.15       0.00      0.00     -0.00       0.14    -20.41      8.54  
      0.05     -0.00      0.14      -0.00     -0.00      0.00       0.10    -20.46      8.60  
      0.05     -0.00      0.15       0.00      0.00     -0.00       0.10    -20.43      8.59  
      0.06     -0.00      0.14      -0.00     -0.01      0.00       0.03    -20.56      8.64  
      0.04     -0.00      0.14      -0.00      0.01      0.00       0.00    -20.41      8.65  
      0.06     -0.00      0.14       0.00     -0.00      0.00       0.08    -20.52      8.67  
      0.05     -0.00      0.14      -0.00     -0.00      0.00       0.04    -20.52      8.72  
      0.06     -0.00      0.14      -0.00     -0.00     -0.00      -0.04    -20.53      8.71  
      0.05     -0.00      0.14      -0.00     -0.00      0.00      -0.10    -20.56      8.73  
      0.05     -0.00      0.15       0.01      0.00     -0.00      -0.01    -20.49      8.72  
      0.06     -0.00      0.14       0.00     -0.01      0.00      -0.01    -20.65      8.76  
      0.05     -0.00      0.14      -0.00      0.01     -0.00      -0.01    -20.50      8.71  
      0.06     -0.00      0.14      -0.00     -0.00      0.00      -0.03    -20.59      8.72  
      0.05     -0.00      0.14      -0.00     -0.00      0.00      -0.12    -20.59      8.77  
      0.06     -0.00      0.14       0.00      0.00     -0.00      -0.02    -20.57      8.70  
      0.06     -0.00      0.14       0.00     -0.00      0.00       0.00    -20.63      8.75  
      0.05     -0.00      0.14      -0.00      0.00     -0.00      -0.08    -20.58      8.73  
      0.06     -0.00      0.14       0.00     -0.00     -0.00      -0.05    -20.66      8.67  
      0.05     -0.00      0.14       0.00      0.01      0.00      -0.02    -20.53      8.67  
      0.06     -0.00      0.14       0.00     -0.00     -0.00      -0.01    -20.62      8.66  
      0.05     -0.00      0.14      -0.00      0.00     -0.01       0.01    -20.57      8.54  
      0.05     -0.00      0.15       0.00      0.00     -0.00       0.10    -20.50      8.50  
      0.06     -0.00      0.14       0.00     -0.00     -0.00       0.12    -20.59      8.47  
      0.05     -0.00      0.14      -0.00      0.00     -0.01       0.07    -20.52      8.36  
      0.05     -0.00      0.14       0.00      0.00     -0.00       0.12    -20.51      8.30  
      0.04      0.00      0.14       0.00      0.00     -0.00       0.19    -20.45      8.28  
      0.05      0.00      0.14       0.00     -0.00     -0.01       0.32    -20.46      8.15  
      0.05      0.00      0.14      -0.00     -0.00     -0.00       0.32    -20.45      8.11  
      0.05      0.00      0.14       0.00      0.00     -0.01       0.42    -20.36      7.95  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       0.42    -20.45      7.84  
      0.04      0.00      0.14       0.00      0.00     -0.01       0.46    -20.36      7.73  
      0.05      0.00      0.15      -0.00      0.00     -0.01       0.51    -20.31      7.58  
      0.05     -0.00      0.14      -0.00     -0.00     -0.00       0.47    -20.40      7.55  
      0.05     -0.00      0.14      -0.00      0.00     -0.01       0.48    -20.32      7.43  
      0.05      0.00      0.14       0.00     -0.00     -0.00       0.57    -20.41      7.36  
      0.04      0.00      0.14       0.01      0.01     -0.01       0.73    -20.21      7.21  
      0.05      0.00      0.14       0.00     -0.00     -0.01       0.76    -20.30      7.11  
      0.05      0.00      0.14      -0.00     -0.00     -0.01       0.76    -20.29      6.94  
      0.05      0.00      0.14       0.00     -0.00     -0.01       0.82    -20.33      6.80  
      0.05      0.00      0.14       0.00      0.00     -0.00       0.84    -20.29      6.77  
      0.05      0.00      0.14       0.00      0.00     -0.01       0.99    -20.22      6.60  
      0.06      0.00      0.14       0.00     -0.01      0.00       0.99    -20.39      6.61  
      0.04      0.00      0.14      -0.00      0.01     -0.01       0.98    -20.24      6.50  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       0.93    -20.34      6.44  
      0.04      0.00      0.14       0.00      0.00     -0.00       0.94    -20.28      6.43  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.03    -20.24      6.37  
      0.05      0.00      0.14       0.00     -0.00     -0.00       1.10    -20.28      6.33  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.15    -20.23      6.25  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       1.09    -20.34      6.25  
      0.05      0.00      0.14      -0.00      0.01     -0.01       1.12    -20.19      6.12  
      0.06      0.00      0.14      -0.00     -0.00      0.00       1.08    -20.31      6.16  
      0.05     -0.00      0.14       0.00      0.00     -0.00       1.09    -20.23      6.10  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       1.05    -20.26      6.06  
      0.05      0.00      0.14       0.00     -0.00      0.00       1.04    -20.29      6.09  
      0.05      0.00      0.14       0.00      0.01     -0.00       1.12    -20.17      6.01  
      0.06      0.00      0.14       0.00     -0.00      0.00       1.11    -20.28      6.05  
      0.05      0.00      0.14      -0.00      0.01     -0.00       1.08    -20.11      6.01  
      0.06      0.00      0.14       0.00     -0.00      0.00       1.10    -20.24      6.02  
      0.05     -0.00      0.14       0.00      0.01      0.00       1.08    -20.12      6.02  
      0.06      0.00      0.14      -0.00     -0.00      0.00       1.06    -20.20      6.03  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.09    -20.15      6.02  
      0.05      0.00      0.14       0.00      0.00      0.00       1.09    -20.10      6.04  
      0.05      0.00      0.14       0.00     -0.00      0.00       1.10    -20.16      6.08  
      0.05      0.00      0.15      -0.00      0.01     -0.00       1.12    -20.01      6.01  
      0.06      0.00      0.14       0.00     -0.01      0.00       1.10    -20.20      6.09  
      0.05      0.00      0.14      -0.00      0.01     -0.00       1.11    -20.02      6.02  
      0.06      0.00      0.14      -0.00     -0.00      0.00       1.09    -20.12      6.05  
      0.04      0.00      0.15       0.00      0.01     -0.00       1.09    -19.94      6.03  
      0.06      0.00      0.14       0.00     -0.00     -0.00       1.12    -20.06      6.01  
      0.05     -0.00      0.14      -0.00      0.00      0.00       1.03    -19.98      6.02  
      0.05      0.00      0.14      -0.00      0.00     -0.00       1.04    -19.94      5.94  
      0.05      0.00      0.14       0.00     -0.00      0.00       1.13    -20.00      5.96  
      0.04      0.00      0.14       0.00      0.01     -0.00       1.19    -19.81      5.87  
      0.06      0.00      0.14       0.00     -0.01     -0.00       1.23    -19.94      5.86  
      0.05      0.00      0.15      -0.00      0.00     -0.01       1.19    -19.83      5.75  
      0.05      0.00      0.15      -0.00      0.00     -0.01       1.15    -19.72      5.65  
      0.06      0.00      0.14      -0.00     -0.01     -0.00       1.09    -19.85      5.63  
      0.05      0.00      0.15       0.00      0.01     -0.01       1.17    -19.70      5.49  
      0.06      0.00      0.14       0.00     -0.00      0.00       1.19    -19.82      5.50  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.22    -19.78      5.41  
      0.05      0.00      0.14      -0.00      0.00     -0.01       1.26    -19.74      5.27  
      0.05     -0.00      0.14       0.00     -0.00      0.00       1.29    -19.84      5.28  
      0.05      0.00      0.14      -0.00      0.00     -0.01       1.31    -19.79      5.13  
      0.05      0.00      0.14       0.00     -0.00     -0.00       1.33    -19.82      5.11  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.34    -19.78      5.03  
      0.05     -0.00      0.14       0.00     -0.01      0.00       1.35    -19.96      5.07  
      0.05      0.00      0.15      -0.00      0.01     -0.01       1.37    -19.75      4.92  
      0.06      0.00      0.13       0.00     -0.01      0.00       1.44    -20.00      4.98  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.47    -19.90      4.89  
      0.05      0.00      0.14      -0.00     -0.00     -0.00       1.44    -19.95      4.86  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.44    -19.91      4.83  
      0.06      0.00      0.14      -0.00     -0.01     -0.00       1.40    -20.09      4.82  
      0.05     -0.00      0.14       0.00      0.00     -0.00       1.39    -20.01      4.81  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.46    -19.98      4.71  
      0.06      0.00      0.14       0.01     -0.01      0.00       1.52    -20.14      4.80  
      0.05      0.01      0.14       0.00      0.00     -0.01       1.59    -20.04      4.64  
      0.05     -0.00      0.14      -0.00     -0.00      0.00       1.54    -20.13      4.71  
      0.05      0.00      0.14      -0.01      0.00     -0.00       1.47    -20.13      4.63  
      0.05      0.00      0.14       0.00     -0.00     -0.00       1.55    -20.17      4.60  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.61    -20.14      4.54  
      0.05      0.00      0.14      -0.00     -0.00      0.00       1.58    -20.20      4.56  
      0.06      0.00      0.14      -0.00     -0.00     -0.01       1.53    -20.26      4.42  
      0.05     -0.00      0.14      -0.00      0.00      0.00       1.48    -20.21      4.43  
      0.06      0.00      0.14       0.00     -0.00     -0.00       1.55    -20.25      4.41  
      0.05      0.00      0.14       0.00     -0.00     -0.00       1.59    -20.27      4.35  
      0.05      0.00      0.14       0.00      0.00     -0.00       1.60    -20.25      4.33  
      0.05      0.00      0.14       0.00     -0.00     -0.00       1.67    -20.30      4.27  
      0.05      0.00      0.14       0.00      0.00      0.00       1.68    -20.21      4.27  
      0.06      0.01      0.14       0.00     -0.00     -0.00       1.76    -20.31      4.21  
      0.05      0.01      0.14       0.00      0.00      0.00       1.81    -20.20      4.22  
      0.06      0.01      0.14      -0.00     -0.01     -0.00       1.79    -20.35      4.20  
      0.05      0.00      0.14      -0.00      0.00      0.00       1.73    -20.26      4.21  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       1.67    -20.35      4.19  
      0.05      0.00      0.14       0.00      0.00      0.00       1.72    -20.26      4.21  
      0.06      0.01      0.14       0.00     -0.00     -0.00       1.81    -20.30      4.16  
      0.05      0.00      0.14       0.00      0.00      0.00       1.80    -20.30      4.20  
      0.05      0.00      0.14      -0.00      0.00     -0.01       1.79    -20.24      4.08  
      0.05      0.00      0.14      -0.00     -0.00      0.00       1.69    -20.30      4.16  
      0.05      0.00      0.14       0.00      0.01     -0.01       1.74    -20.18      4.05  
      0.05      0.00      0.14       0.01     -0.00      0.00       1.83    -20.23      4.09  
      0.05      0.01      0.14      -0.00      0.00     -0.00       1.83    -20.14      4.07  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       1.80    -20.19      4.05  
      0.05      0.00      0.14      -0.01      0.00      0.00       1.64    -20.10      4.07  
      0.05      0.00      0.14       0.01      0.00     -0.00       1.78    -20.10      4.03  
      0.05      0.00      0.14       0.00      0.00      0.00       1.80    -20.09      4.07  
      0.05      0.00      0.14      -0.00      0.00     -0.00       1.77    -20.07      4.03  
      0.06      0.00      0.15       0.00      0.00     -0.00       1.82    -20.03      3.97  
      0.05      0.00      0.14       0.00     -0.00      0.00       1.82    -20.07      3.99  
      0.05      0.00      0.15      -0.00      0.00     -0.00       1.81    -19.98      3.93  
      0.06      0.01      0.14      -0.00     -0.00     -0.01       1.83    -20.07      3.80  
      0.05      0.00      0.14       0.01      0.00     -0.00       1.94    -20.00      3.78  
      0.06      0.01      0.14       0.00      0.00     -0.00       1.99    -20.02      3.71  
      0.04      0.00      0.14       0.00      0.00     -0.00       2.04    -19.93      3.66  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       1.96    -20.00      3.61  
      0.06      0.00      0.14      -0.00     -0.00      0.00       1.85    -20.09      3.63  
      0.05      0.00      0.15       0.00      0.01     -0.01       1.95    -19.93      3.48  
      0.05      0.00      0.14       0.01     -0.00      0.00       2.04    -20.04      3.56  
      0.05      0.01      0.14       0.00      0.00     -0.00       2.11    -19.98      3.46  
      0.06      0.00      0.14      -0.01     -0.01     -0.00       2.01    -20.11      3.44  
      0.04      0.00      0.14      -0.00      0.01      0.00       1.97    -19.95      3.44  
      0.05      0.01      0.14       0.01     -0.00     -0.00       2.09    -20.04      3.41  
      0.05      0.01      0.14       0.01     -0.00      0.00       2.20    -20.09      3.44  
      0.05      0.01      0.14      -0.00      0.00     -0.00       2.21    -20.00      3.36  
      0.05      0.00      0.14      -0.01     -0.01      0.00       2.05    -20.19      3.43  
      0.05      0.00      0.15      -0.00      0.01     -0.01       2.02    -20.00      3.33  
      0.06      0.00      0.14       0.00     -0.01      0.00       2.07    -20.19      3.40  
      0.04      0.01      0.14       0.00      0.00     -0.00       2.14    -20.07      3.32  
      0.06      0.01      0.14       0.00     -0.00     -0.00       2.18    -20.16      3.27  
      0.04      0.00      0.14      -0.00      0.00     -0.00       2.16    -20.07      3.24  
      0.05      0.00      0.14      -0.00     -0.00     -0.00       2.15    -20.17      3.13  
      0.05      0.00      0.14       0.00     -0.00     -0.00       2.18    -20.20      3.08  
      0.04      0.00      0.15       0.00      0.01     -0.01       2.24    -20.05      2.95  
      0.06      0.00      0.14       0.00     -0.01      0.00       2.26    -20.24      2.94  
      0.05      0.01      0.15       0.00      0.01     -0.01       2.33    -20.10      2.75  
      0.06      0.00      0.14      -0.00     -0.00     -0.00       2.31    -20.18      2.72  
      0.05      0.00      0.14      -0.00      0.00     -0.01       2.32    -20.15      2.59  
      0.06      0.00      0.14       0.00     -0.00     -0.01       2.38    -20.20      2.47  
      0.05      0.00      0.14       0.00     -0.00     -0.00       2.44    -20.22      2.41  
      0.05      0.00      0.15      -0.00      0.00     -0.01       2.46    -20.13      2.29  
      0.06      0.00      0.14       0.00     -0.01     -0.00       2.48    -20.32      2.23  
